frame_index,id_13_team_0,id_10_team_0,id_2_team_0,id_4_team_0,id_16_team_0,id_281_team_0,id_5_team_0,id_1_team_0,id_45_team_0,id_20_team_0,id_17_team_0,id_22_team_1,id_14_team_1,id_11_team_1,id_3_team_1,id_9_team_1,id_6_team_1,id_12_team_1,id_8_team_1,id_15_team_1,id_7_team_1,id_18_team_1,ball
26,"6583.49,3783.24","6371.9,2381.92","5828.97,4372.91","4040.86,4300.19","4473.73,3151.51","9375.74,3115.76","6411.25,5384.56","4583.33,5509.95","5519.75,1824.08","2862.91,2093.21","5452.07,2887.22","959.28,3438.05","1592.66,2565.01","2322.16,4935.36","3747.8,5785.71","3022.19,1408.43","3342.03,4080.59","4473.73,3151.51","5594.94,4217.47","6109.14,1696.46","6238.11,6081.33","6451.9,3730.88","2370.42,4955.74"
27,"6589.22,3775.24","6382.8,2365.22","5832.65,4383.39","4050.18,4328.19","4513.8,3167.05","9375.74,3115.76","6416.01,5395.27","4601.88,5509.68","5519.75,1824.08","2889.74,2137.37","5454.07,2950.89","1019.67,3526.13","1651.27,2582.1","2346.05,4948.46","3744.04,5822.3","3063.8,1435.79","3288.38,4070.16","4513.8,3167.05","5592.54,4202.71","6127.84,1657.31","6264.39,6086.63","6467.42,3729.52","2392.04,4982.38"
28,"6594.66,3775.42","6398.52,2362.14","5830.2,4392.44","4036.39,4338.58","4419.91,3161.01","9375.74,3115.76","6416.99,5401.86","4607.85,5511.64","5519.75,1824.08","2917.08,2202.46","5447.78,2939.1","1033.62,3548.66","1661.0,2577.55","2362.73,4966.66","3728.12,5821.45","3079.72,1452.32","3246.86,4076.49","4419.91,3161.01","5582.88,4159.9","6155.9,1651.05","6274.1,6113.49","6474.4,3767.08","2413.66,5009.03"
29,"6640.51,3826.55","6439.42,2354.26","5862.36,4394.64","4052.49,4396.93","4431.09,3128.12","9375.74,3115.76","6469.76,5511.48","4643.3,5615.71","5519.75,1824.08","2953.72,2155.78","5479.56,2961.76","972.56,3534.8","1692.71,2500.62","2330.54,5020.19","3716.98,5964.11","3142.42,1368.75","3191.23,4084.6","4431.09,3128.12","5626.47,4198.84","6206.67,1626.93","6345.95,6254.88","6521.02,3816.99","2435.28,5035.67"
30,"6645.0,3830.59","6446.76,2363.37","5858.29,4366.53","4047.04,4409.12","4426.18,3169.27","9375.74,3115.76","6478.62,5505.33","4657.25,5612.64","5519.75,1824.08","2987.57,2204.76","5476.23,2973.41","1009.91,3592.87","1740.83,2493.07","2364.78,5016.01","3714.22,5968.03","3183.0,1382.85","3156.64,4070.69","4426.18,3169.27","5629.36,4195.73","6222.93,1621.05","6370.61,6249.23","6528.14,3811.05","2456.9,5062.32"
31,"6651.14,3823.27","6449.81,2365.89","5838.2,4373.58","4005.7,4397.31","4383.29,3179.11","9375.74,3115.76","6471.16,5527.17","4651.33,5612.53","5519.75,1824.08","2994.6,2220.97","5449.24,2994.4","1003.82,3590.06","1755.19,2488.4","2369.92,5009.65","3692.44,5982.79","3203.48,1400.16","3091.22,4071.63","4383.29,3179.11","5614.73,4153.44","6247.78,1601.64","6365.19,6274.12","6526.02,3815.09","2446.52,5050.07"
32,"6663.46,3851.39","6462.01,2377.73","5831.07,4340.39","3981.03,4397.43","4356.22,3191.81","9375.74,3115.76","6475.0,5531.15","4648.72,5619.59","5519.75,1824.08","3024.29,2255.45","5436.79,3033.34","1025.05,3596.75","1775.44,2447.12","2361.59,4971.41","3668.05,5986.94","3227.4,1402.93","3050.21,4059.05","4356.22,3191.81","5606.99,4125.81","6266.63,1580.17","6374.98,6290.84","6525.88,3846.16","2511.43,4970.05"
33,"6662.85,3860.87","6456.87,2369.23","5820.05,4322.99","3965.13,4416.97","4321.61,3233.04","9375.74,3115.76","6487.36,5491.1","4670.58,5608.61","5519.75,1824.08","3040.41,2331.54","5396.54,3059.78","1115.57,3736.36","1838.18,2516.02","2422.37,4969.33","3695.19,5988.99","3239.17,1461.38","3031.81,4120.76","4321.61,3233.04","5605.3,4129.81","6260.49,1573.7","6399.99,6242.91","6521.69,3868.45","2576.34,4890.03"
34,"6664.55,3873.31","6469.01,2351.34","5812.93,4319.45","3925.97,4426.83","4301.59,3301.63","9375.74,3115.76","6506.12,5491.36","4669.4,5615.91","5519.75,1824.08","3061.8,2374.55","5379.1,3101.18","1113.07,3730.32","1871.91,2520.41","2429.1,4976.55","3682.92,6011.92","3243.05,1434.48","2977.83,4095.29","4301.59,3301.63","5595.54,4086.32","6272.45,1534.71","6417.54,6249.4","6525.57,3870.68","2620.85,4744.03"
35,"6672.28,3891.61","6494.5,2360.73","5792.86,4292.92","3863.72,4415.74","4269.71,3280.75","9375.74,3115.76","6511.0,5542.68","4626.16,5660.57","5519.75,1824.08","3076.81,2347.0","5347.78,3122.33","1042.24,3680.59","1853.18,2386.95","2383.46,4988.55","3614.42,6064.98","3283.69,1387.32","2886.54,4064.98","4269.71,3280.75","5587.01,4084.81","6307.15,1539.96","6411.92,6337.96","6530.87,3916.17","2606.1,4607.19"
36,"6681.94,3891.86","6510.86,2358.9","5786.44,4276.57","3808.16,4425.5","4242.34,3324.21","9375.74,3115.76","6519.17,5540.39","4612.23,5660.62","5519.75,1824.08","3087.35,2338.67","5319.04,3141.23","1042.59,3716.55","1878.37,2391.79","2403.83,5027.38","3596.36,6076.79","3312.98,1436.6","2831.88,4072.09","4242.34,3324.21","5584.99,4085.56","6327.82,1552.88","6420.15,6341.73","6539.78,3944.93","2634.11,4494.42"
37,"6684.41,3898.65","6521.06,2369.54","5768.49,4275.0","3756.67,4391.4","4237.49,3365.6","9375.74,3115.76","6528.19,5531.84","4594.63,5663.19","5519.75,1824.08","3118.47,2352.13","5297.86,3176.5","1036.9,3721.09","1901.17,2366.65","2409.71,5025.86","3573.23,6070.47","3339.11,1440.69","2778.51,4052.71","4237.49,3365.6","5584.56,4058.93","6360.0,1529.75","6440.02,6333.72","6542.53,3941.54","2661.93,4400.23"
38,"6677.21,3925.44","6536.87,2394.7","5760.95,4251.05","3706.9,4395.27","4223.85,3400.22","9375.74,3115.76","6534.99,5541.79","4586.36,5668.94","5519.75,1824.08","3132.79,2366.8","5256.76,3195.1","984.5,3709.56","1898.33,2324.7","2418.89,5020.48","3570.78,6082.57","3345.39,1417.51","2747.49,4071.31","4223.85,3400.22","5573.58,4042.36","6387.71,1518.98","6451.04,6338.93","6538.31,3967.02","2690.57,4323.33"
39,"6677.16,3935.94","6552.54,2405.41","5747.01,4234.42","3653.58,4379.7","4211.35,3423.49","9375.74,3115.76","6545.89,5547.59","4559.76,5672.9","5519.75,1824.08","3158.6,2371.9","5217.69,3225.72","962.22,3746.18","1895.65,2277.64","2430.49,5018.57","3558.93,6093.61","3361.6,1429.02","2706.39,4083.78","4211.35,3423.49","5563.26,4032.87","6414.76,1530.71","6461.62,6361.52","6537.73,4024.31","2685.37,4281.72"
40,"6666.95,3935.09","6548.97,2388.91","5741.48,4226.21","3613.25,4363.21","4189.95,3444.99","9375.74,3115.76","6545.06,5551.62","4543.74,5682.12","5519.75,1824.08","3186.35,2389.97","5167.55,3250.02","962.6,3759.39","1931.84,2280.03","2463.87,5041.65","3561.95,6101.88","3363.42,1392.22","2697.92,4082.28","4189.95,3444.99","5551.44,4005.55","6425.03,1491.65","6462.92,6368.67","6533.14,4013.29","2680.18,4240.1"
41,"6660.24,3939.77","6551.43,2397.88","5732.58,4171.85","3556.07,4328.73","4176.92,3473.62","9375.74,3115.76","6543.76,5549.11","4519.66,5675.28","5519.75,1824.08","3210.99,2404.17","5148.33,3344.46","918.57,3760.11","1931.82,2240.93","2468.25,5042.32","3537.79,6092.75","3364.65,1377.24","2684.83,4072.77","4176.92,3473.62","5540.59,3988.56","6437.2,1485.6","6469.49,6361.38","6528.44,4054.12","2674.98,4198.49"
42,"6649.77,3952.42","6554.99,2383.31","5724.54,4137.37","3492.84,4303.76","4167.77,3478.65","9375.74,3115.76","6546.52,5544.39","4510.57,5675.81","5519.75,1824.08","3235.37,2384.86","5105.73,3355.61","888.9,3786.94","1928.25,2206.18","2477.49,5037.11","3539.79,6118.88","3369.25,1377.52","2671.74,4063.26","4167.77,3478.65","5530.25,3962.36","6452.46,1482.7","6482.04,6360.18","6523.96,4065.42","2669.79,4156.88"
43,"6629.85,3967.35","6555.8,2393.8","5713.84,4119.78","3451.49,4274.95","4172.43,3511.12","9375.74,3115.76","6543.69,5558.77","4499.37,5676.84","5513.26,1834.59","3268.39,2403.28","5085.24,3393.58","903.6,3817.93","1959.67,2187.67","2518.97,5051.23","3562.98,6154.62","3361.83,1344.19","2651.9,4023.44","4172.43,3511.12","5524.19,3972.71","6465.55,1455.65","6485.26,6360.99","6514.37,4077.73","2664.59,4115.27"
44,"6623.4,3970.31","6560.1,2408.35","5709.54,4118.46","3370.77,4236.25","4178.04,3527.26","9375.74,3115.76","6544.31,5560.88","4482.18,5680.71","5493.52,1802.26","3281.04,2391.07","5041.12,3432.73","883.76,3816.43","1958.55,2174.29","2523.4,5044.4","3560.35,6163.18","3362.13,1336.47","2637.84,3987.04","4178.04,3527.26","5515.89,3950.86","6494.07,1434.9","6489.82,6362.75","6503.53,4117.91","2659.4,4073.65"
45,"6586.14,3987.93","6545.11,2411.61","5687.15,4049.49","3305.63,4197.77","4185.5,3512.35","9375.74,3115.76","6523.65,5551.61","4470.75,5669.7","5449.42,1803.72","3326.88,2355.76","4996.99,3471.88","872.69,3786.05","1971.33,2125.53","2543.95,5026.11","3560.02,6143.85","3349.46,1255.49","2609.19,3932.56","4185.5,3512.35","5495.95,3949.08","6491.47,1417.45","6476.54,6361.04","6474.52,4150.81","2654.2,4032.04"
46,"6555.25,3999.83","6544.5,2387.37","5676.93,4015.37","3238.35,4165.48","4194.31,3511.34","9375.74,3115.76","6516.85,5542.04","4461.49,5646.51","5437.31,1790.38","3372.73,2320.45","4952.87,3494.95","845.46,3772.31","1976.06,2083.16","2571.42,5018.41","3566.95,6142.47","3352.82,1232.31","2571.91,3874.27","4194.31,3511.34","5484.42,3913.11","6491.25,1385.24","6476.23,6359.03","6467.1,4157.51","2649.01,3990.43"
47,"6553.6,3999.44","6535.69,2371.72","5665.57,3986.7","3147.09,4113.64","4203.04,3533.2","9375.74,3115.76","6505.22,5535.28","4449.14,5616.38","5402.43,1775.38","3402.81,2312.17","4924.08,3523.26","848.12,3785.14","1990.54,2077.69","2597.62,5012.87","3584.81,6146.68","3349.37,1207.55","2552.84,3837.82","4203.04,3533.2","5476.71,3903.24","6494.52,1380.4","6483.89,6356.34","6445.67,4152.67","2643.81,3948.82"
48,"6541.26,3991.99","6517.16,2360.33","5658.58,3970.85","3122.75,4108.44","4202.44,3503.87","9375.74,3115.76","6493.78,5528.38","4455.41,5625.79","5370.6,1733.27","3403.73,2254.08","4877.77,3550.53","834.03,3794.92","1959.21,2041.33","2605.83,5018.3","3599.78,6146.2","3329.58,1159.12","2535.98,3803.91","4202.44,3503.87","5464.66,3856.56","6492.3,1346.17","6494.27,6349.32","6435.81,4136.46","2638.62,3907.2"
49,"6533.15,3995.11","6512.95,2349.75","5655.63,3950.0","3059.86,4089.07","4198.71,3461.28","9375.74,3115.76","6491.76,5521.2","4443.94,5607.86","5357.99,1716.99","3437.29,2205.39","4840.12,3579.22","824.22,3795.56","1950.03,2009.93","2632.81,5040.43","3620.5,6209.32","3326.9,1128.88","2528.65,3768.44","4198.71,3461.28","5460.23,3866.65","6501.35,1329.86","6483.73,6352.31","6420.11,4140.79","2633.42,3865.59"
50,"6431.22,4010.12","6406.79,2309.74","5588.89,3929.93","3050.26,4142.48","4196.64,3468.45","9375.74,3115.76","6421.19,5568.68","4401.77,5633.52","5282.71,1686.83","3474.09,2179.77","4769.98,3635.63","876.27,3783.71","2019.69,1981.49","2662.03,5084.24","3641.21,6272.44","3358.26,1064.12","2561.89,3783.04","4196.64,3468.45","5401.4,3864.55","6394.88,1284.95","6421.33,6457.13","6314.26,4180.52","2668.13,3841.7"
51,"6417.31,4015.91","6383.65,2322.83","5566.48,3890.09","3036.07,4156.38","4202.63,3446.4","9375.74,3115.76","6398.46,5565.84","4400.6,5638.19","5251.12,1690.91","3467.38,2151.07","4722.12,3660.1","861.16,3787.84","1996.62,1975.54","2673.06,5105.73","3672.72,6233.9","3350.19,1047.28","2562.36,3706.26","4202.63,3446.4","5385.86,3844.81","6383.7,1281.18","6410.5,6431.58","6291.13,4188.79","2658.02,3761.25"
52,"6496.2,4000.07","6472.47,2330.57","5617.47,3868.9","2976.09,4047.31","4208.62,3424.35","9375.74,3115.76","6461.01,5508.78","4422.62,5553.92","5281.9,1693.56","3457.37,2161.61","4726.12,3720.61","846.06,3791.98","1942.71,1997.93","2693.2,5052.14","3704.24,6195.35","3342.59,1101.05","2562.84,3629.49","4208.62,3424.35","5431.94,3814.03","6483.19,1269.05","6468.58,6308.63","6349.15,4190.73","2709.32,3702.2"
53,"6483.04,4008.52","6461.38,2309.57","5606.85,3877.42","2966.87,3993.82","4214.61,3402.3","9375.74,3115.76","6448.3,5518.42","4408.11,5523.02","5253.39,1703.96","3447.55,2171.49","4665.69,3752.22","838.12,3789.54","1929.04,1990.08","2702.41,5045.48","3735.75,6156.81","3315.75,1045.13","2631.8,3556.15","4214.61,3402.3","5417.66,3823.55","6480.13,1236.23","6454.78,6308.4","6321.91,4184.05","2760.61,3643.15"
54,"6459.38,4028.21","6440.12,2324.09","5602.28,3865.15","2957.65,3940.32","4220.6,3380.25","9375.74,3115.76","6442.84,5512.95","4399.53,5507.95","5215.12,1725.76","3441.22,2119.46","4632.49,3792.95","830.39,3796.53","1915.98,1994.88","2709.73,5045.12","3746.76,6151.26","3304.16,1023.77","2700.76,3482.81","4220.6,3380.25","5401.21,3813.96","6471.66,1250.65","6440.94,6303.2","6304.55,4201.79","2811.91,3584.1"
55,"6443.44,4023.52","6407.74,2319.74","5582.0,3841.43","2948.43,3886.83","4226.59,3358.2","9375.74,3115.76","6437.85,5482.01","4396.42,5495.33","5194.94,1737.11","3458.9,2092.69","4578.1,3799.13","841.61,3810.39","1907.17,1974.1","2716.58,5050.14","3790.07,6152.47","3292.08,1017.91","2769.73,3409.48","4226.59,3358.2","5388.14,3788.25","6453.19,1239.98","6432.84,6286.89","6271.79,4192.3","2863.2,3525.04"
56,"6449.25,4007.17","6407.79,2298.63","5582.94,3825.43","2966.54,3762.48","4247.92,3335.79","9375.74,3115.76","6431.18,5469.82","4392.11,5481.34","5179.92,1716.88","3485.37,2083.28","4548.94,3835.48","832.9,3809.93","1923.56,1987.56","2716.82,5049.36","3818.42,6159.87","3297.41,991.45","2838.69,3336.14","4247.92,3335.79","5384.99,3772.94","6452.62,1216.31","6435.77,6256.42","6251.01,4219.12","2914.5,3465.99"
57,"6439.58,3981.68","6398.26,2255.55","5577.27,3765.6","2984.66,3638.12","4268.72,3243.83","9375.74,3115.76","6415.14,5470.59","4424.15,5468.88","5143.02,1724.42","3507.67,2029.09","4496.67,3853.35","849.38,3823.91","1919.26,1975.05","2746.06,5047.42","3864.64,6168.05","3293.84,949.13","2907.65,3262.8","4268.72,3243.83","5380.64,3777.55","6436.53,1192.4","6418.3,6251.57","6237.3,4214.89","2965.79,3406.94"
58,"6407.99,3978.05","6366.19,2246.86","5570.07,3720.95","3015.17,3571.05","4289.9,3248.37","9375.74,3115.76","6409.72,5447.76","4425.26,5435.06","5114.72,1675.27","3533.58,1984.11","4452.1,3858.76","865.87,3837.89","1910.72,1931.0","2761.06,5027.0","3897.38,6155.44","3268.91,890.82","2976.61,3189.46","4276.54,3344.14","5367.81,3733.33","6420.44,1168.49","6414.84,6235.98","6203.32,4217.31","3017.09,3347.89"
59,"6396.25,3995.97","6369.29,2231.38","5570.11,3716.24","3005.7,3452.51","4315.03,3247.62","9375.74,3115.76","6394.16,5426.76","4426.03,5411.95","5109.69,1673.18","3553.11,1939.53","4423.93,3850.04","803.97,3800.01","1883.51,1890.39","2748.59,5014.12","3894.08,6147.43","3243.98,832.52","3045.57,3116.12","4284.35,3444.44","5357.24,3706.19","6404.35,1144.58","6394.58,6213.2","6169.34,4219.73","3057.91,3300.99"
60,"6390.25,3974.92","6363.35,2185.36","5564.93,3675.45","3059.94,3402.29","4339.35,3225.95","9375.74,3115.76","6380.45,5426.5","4441.14,5390.41","5100.34,1664.72","3569.61,1935.0","4395.76,3841.31","796.85,3789.78","1884.71,1859.59","2745.76,4994.8","3907.15,6115.74","3244.08,835.18","3114.53,3042.78","4292.17,3544.74","5336.77,3700.02","6389.31,1131.58","6375.16,6210.13","6135.36,4222.15","3150.2,3215.1"
61,"6377.76,3940.89","6350.22,2161.74","5560.12,3650.73","3119.21,3291.8","4357.0,3187.72","9375.74,3115.76","6376.63,5415.39","4448.55,5379.0","5099.05,1663.78","3615.89,1898.92","4367.59,3832.58","778.91,3779.31","1893.38,1846.11","2752.52,4975.03","3935.51,6114.71","3242.71,803.71","3183.5,2969.45","4299.99,3645.05","5328.81,3690.84","6374.27,1118.58","6362.18,6208.56","6101.38,4224.57","3233.07,3156.5"
62,"6362.48,3939.94","6337.08,2138.13","5555.32,3626.02","3174.52,3191.81","4376.68,3122.4","9375.74,3115.76","6370.71,5386.33","4466.64,5360.24","5091.21,1707.41","3645.88,1849.56","4339.42,3823.86","785.53,3782.31","1902.05,1832.63","2759.27,4955.26","3964.98,6106.01","3241.35,772.24","3252.46,2896.11","4297.62,3619.66","5320.86,3681.66","6359.23,1105.58","6355.26,6194.76","6067.4,4227.0","3315.62,3049.94"
63,"6351.81,3928.05","6323.95,2114.51","5550.52,3601.3","3298.08,3145.21","4415.48,3055.8","9375.74,3115.76","6373.37,5363.03","4503.42,5312.25","5100.11,1685.38","3713.0,1863.82","4311.26,3815.14","792.16,3785.31","1910.72,1819.14","2767.77,4937.07","4000.82,6109.06","3239.98,740.76","3321.42,2822.77","4295.25,3594.27","5312.9,3672.49","6344.19,1092.58","6348.81,6173.63","6033.42,4229.42","3398.17,2943.39"
64,"6348.76,3897.45","6317.16,2117.9","5545.71,3576.58","3396.14,3077.55","4459.4,3027.19","9375.74,3115.76","6378.87,5361.39","4535.55,5291.09","5108.71,1690.18","3757.79,1842.92","4283.09,3806.41","798.78,3788.31","1919.39,1805.66","2776.28,4918.88","4036.67,6112.1","3238.61,709.29","3410.73,2771.98","4292.16,3594.1","5304.94,3663.31","6329.15,1079.58","6336.44,6174.29","5999.44,4231.84","3461.4,2873.84"
65,"6336.26,3895.74","6316.97,2088.4","5542.81,3552.47","3486.05,3048.87","4497.2,2982.64","9375.74,3115.76","6380.45,5337.45","4585.09,5263.88","5115.33,1708.84","3801.42,1818.71","4254.92,3797.68","805.4,3791.31","1928.06,1792.18","2784.78,4900.69","4055.62,6090.94","3237.25,677.82","3462.48,2648.14","4276.96,3556.41","5300.76,3649.15","6314.11,1066.58","6330.44,6167.23","5965.46,4234.26","3524.64,2804.3"
66,"6330.23,3885.43","6319.82,2042.34","5535.93,3512.13","3562.96,2988.22","4535.74,2932.95","9375.74,3115.76","6385.36,5294.76","4607.29,5210.54","5117.67,1690.03","3857.1,1821.67","4226.75,3788.96","812.02,3794.3","1931.25,1779.26","2815.92,4877.89","4074.56,6069.78","3235.88,646.35","3514.48,2608.47","4280.07,3531.56","5297.13,3627.99","6299.07,1053.58","6318.23,6120.91","5931.48,4236.68","3587.88,2734.75"
67,"6317.88,3903.44","6322.39,2090.71","5540.31,3545.14","3621.34,2959.94","4578.99,2924.6","9375.74,3115.76","6373.75,5303.79","4646.03,5188.34","5129.85,1711.44","3909.99,1849.18","4233.69,3811.64","818.65,3797.3","1996.71,1822.12","2834.25,4864.38","4096.71,6048.47","3281.29,724.24","3558.4,2529.5","4291.91,3538.46","5288.03,3638.75","6310.82,1089.64","6285.54,6110.44","5905.62,4255.93","3651.11,2665.2"
68,"6315.23,3848.51","6319.57,2025.05","5543.02,3520.9","3677.73,2923.9","4606.85,2857.32","9375.74,3115.76","6382.78,5262.52","4688.91,5138.42","5132.88,1685.09","3939.7,1793.99","4240.92,3775.86","825.27,3800.3","2036.49,1801.96","2848.66,4840.33","4134.71,6035.2","3298.32,696.93","3618.02,2422.96","4298.67,3481.92","5290.8,3634.67","6308.97,1024.37","6288.11,6086.41","5887.17,4245.53","3714.34,2595.66"
69,"6305.46,3819.36","6326.19,1956.29","5534.0,3459.26","3724.94,2837.39","4634.71,2790.04","9375.74,3115.76","6391.8,5221.25","4737.04,5098.25","5135.91,1658.74","3982.57,1759.84","4240.84,3768.06","831.89,3803.3","2060.53,1834.41","2869.1,4810.45","4167.85,6020.07","3300.94,665.35","3694.91,2378.09","4292.53,3457.93","5279.0,3604.38","6281.06,1012.6","6284.95,6034.04","5862.59,4224.39","3777.58,2526.11"
70,"6305.63,3797.01","6332.81,1887.53","5536.4,3443.98","3752.75,2783.07","4662.57,2722.76","9375.74,3115.76","6401.39,5200.15","4785.16,5058.08","5133.5,1639.06","4007.26,1741.4","4240.18,3767.67","838.52,3806.3","2065.85,1792.47","2906.73,4808.27","4207.03,6004.33","3306.67,666.51","3748.59,2321.34","4293.1,3427.76","5276.26,3579.9","6270.7,977.8","6290.33,5997.33","5851.58,4227.73","3841.19,2467.11"
71,"6306.96,3754.65","6339.43,1818.76","5547.44,3417.94","3818.66,2730.74","4670.16,2673.19","9375.74,3115.76","6414.44,5172.01","4833.98,5015.52","5132.48,1556.63","4040.89,1727.0","4240.44,3762.28","845.14,3809.3","2091.74,1814.11","2927.64,4808.65","4240.95,5998.01","3317.68,651.15","3814.0,2266.34","4289.21,3393.26","5278.56,3576.5","6256.16,903.81","6295.87,5972.4","5855.58,4218.57","3896.07,2416.58"
72,"6304.43,3714.11","6346.05,1750.0","5553.03,3386.67","3875.94,2683.43","4667.51,2572.66","9375.74,3115.76","6419.34,5152.2","4882.79,4972.96","5144.05,1528.37","4072.15,1709.15","4239.54,3747.86","851.76,3812.3","2124.44,1811.34","2938.42,4762.3","4272.05,5973.15","3335.8,609.15","3879.42,2211.34","4294.66,3361.01","5283.06,3573.24","6245.0,886.26","6297.21,5948.37","5849.99,4207.14","3952.39,2344.13"
73,"6298.73,3701.35","6352.67,1681.24","5565.33,3385.41","3957.5,2651.12","4683.94,2517.49","9375.74,3115.76","6422.44,5087.22","4960.14,4924.9","5152.56,1537.36","4142.1,1755.06","4279.6,3757.23","858.38,3815.3","2181.81,1854.47","3059.53,4735.87","4376.92,5902.81","3349.45,596.92","3931.23,2169.8","4325.11,3328.04","5302.23,3569.52","6235.45,826.44","6297.41,5844.51","5850.88,4192.31","3912.41,2147.43"
74,"6303.95,3686.76","6359.29,1612.48","5570.47,3374.69","4023.21,2640.55","4675.52,2444.43","9375.74,3115.76","6437.95,5067.97","5001.76,4896.89","5153.7,1512.88","4166.34,1737.05","4279.65,3741.82","865.01,3818.3","2187.15,1854.71","3076.71,4714.52","4402.79,5894.56","3363.66,576.04","3992.83,2125.43","4340.43,3315.53","5305.88,3556.47","6236.16,797.59","6307.06,5832.01","5860.1,4186.28","3872.43,1950.73"
75,"6320.37,3633.49","6365.91,1543.71","5560.81,3320.18","4054.39,2631.79","4607.53,2325.79","9375.74,3115.76","6447.81,4947.19","5060.67,4690.15","5080.27,1460.65","4152.46,1752.25","4287.12,3661.25","871.63,3821.29","2192.49,1854.94","3220.13,4443.39","4510.2,5542.78","3274.26,567.56","4005.11,2078.81","4350.8,3248.29","5298.41,3530.71","6245.83,777.8","6314.5,5612.59","5865.09,4138.63","3728.63,1698.57"
76,"6334.97,3616.2","6372.53,1474.95","5574.3,3314.15","4084.4,2620.27","4586.35,2308.36","9375.74,3115.76","6453.7,4942.02","5100.83,4673.57","5082.83,1408.68","4206.18,1757.59","4272.73,3658.39","878.25,3824.29","2197.84,1855.18","3229.34,4440.39","4543.95,5538.73","3270.51,555.94","4064.46,2080.69","4350.54,3197.43","5301.77,3524.94","6242.68,738.62","6329.94,5604.98","5876.9,4140.95","3655.08,1531.93"
77,"6334.02,3575.95","6379.15,1406.19","5569.38,3294.04","4115.6,2640.41","4549.8,2193.91","9375.74,3115.76","6441.67,4922.81","5121.97,4640.43","5046.55,1355.41","4200.78,1722.71","4263.13,3653.7","884.88,3827.29","2203.18,1855.41","3245.84,4428.72","4566.78,5522.15","3280.27,580.09","4096.2,2038.15","4345.51,3171.12","5292.32,3512.02","6208.19,693.28","6337.69,5588.44","5871.86,4120.37","3580.16,1380.36"
78,"6346.69,3542.6","6385.77,1337.43","5579.12,3266.89","4146.79,2660.55","4536.17,2141.44","9375.74,3115.76","6445.9,4901.4","5180.92,4632.35","5010.27,1302.14","4223.78,1662.29","4295.07,3662.43","891.5,3830.29","2208.52,1855.65","3296.96,4444.96","4612.91,5533.25","3290.03,604.24","4172.12,2014.91","4376.9,3141.93","5303.12,3488.18","6183.45,656.37","6353.29,5586.38","5880.18,4108.87","3557.04,1228.03"
79,"6370.83,3543.31","6392.39,1268.66","5588.13,3280.36","4157.54,2656.87","4522.54,2088.98","9375.74,3115.76","6442.48,4887.68","5211.22,4636.2","4997.01,1221.36","4241.46,1628.01","4308.57,3691.28","898.12,3833.29","2213.86,1855.88","3311.14,4454.31","4662.73,5547.17","3299.78,628.4","4210.26,1952.34","4392.88,3127.31","5307.94,3484.19","6188.58,599.75","6363.14,5583.91","5888.32,4117.14","3522.71,1110.85"
80,"6367.32,3514.93","6399.01,1199.9","5565.09,3274.28","4159.82,2665.99","4508.91,2036.52","9375.74,3115.76","6426.17,4881.65","5221.72,4610.97","4964.98,1185.35","4242.74,1618.44","4296.54,3701.9","904.74,3836.29","2219.21,1856.12","3313.04,4467.3","4687.73,5552.04","3309.54,652.55","4237.04,1923.74","4379.18,3123.96","5296.74,3484.77","6162.33,562.49","6360.69,5559.81","5868.13,4119.32","3479.59,1005.33"
81,"6387.64,3482.97","6405.63,1131.14","5563.43,3281.39","4182.76,2725.61","4495.28,1984.05","9375.74,3115.76","6429.53,4878.29","5244.66,4601.75","4904.07,1103.11","4222.67,1567.5","4290.11,3733.54","911.37,3839.29","2224.55,1856.35","3310.11,4484.1","4718.8,5569.76","3319.3,676.7","4277.57,1905.66","4377.75,3096.69","5289.86,3491.42","6149.73,538.91","6371.67,5566.32","5863.19,4126.69","3440.96,912.79"
82,"6392.23,3485.27","6412.25,1062.38","5545.97,3297.08","4190.88,2766.4","4483.62,1971.27","9375.74,3115.76","6419.89,4861.02","5250.32,4607.62","4847.78,1095.47","4202.59,1516.55","4272.33,3756.26","917.99,3842.29","2229.89,1856.59","3312.06,4505.53","4744.18,5577.33","3308.05,665.29","4298.06,1846.62","4375.47,3084.09","5275.64,3497.39","6121.01,524.47","6367.31,5570.21","5859.01,4154.96","3402.34,820.25"
83,"6409.75,3477.53","6418.87,993.61","5534.35,3305.18","4208.1,2789.82","4479.13,1898.86","9375.74,3115.76","6424.82,4843.28","5267.85,4600.56","4816.14,1031.1","4182.52,1465.6","4251.66,3766.69","924.61,3845.29","2226.22,1859.06","3321.15,4523.53","4772.55,5595.82","3276.98,636.66","4336.12,1794.67","4387.69,3084.36","5275.88,3495.07","6158.31,531.83","6374.13,5562.27","5868.49,4180.2","3429.68,801.29"
84,"6425.25,3448.55","6425.49,924.85","5527.5,3298.83","4235.07,2807.08","4496.08,1846.56","9375.74,3115.76","6419.73,4845.98","5282.26,4600.77","4777.08,1015.5","4162.45,1414.66","4243.56,3771.15","931.24,3848.29","2234.15,1857.2","3330.87,4525.41","4802.53,5596.62","3296.65,637.43","4390.02,1764.85","4388.71,3042.33","5276.37,3496.18","6195.62,539.2","6376.24,5541.24","5864.75,4176.57","3437.98,728.27"
