13,3,1289.00,396.00,36.00,71.00,1,-1,-1,-1
13,5,1341.00,446.00,41.00,74.00,1,-1,-1,-1
13,8,1607.00,632.00,40.00,89.00,1,-1,-1,-1
13,10,1248.00,432.00,34.00,72.00,1,-1,-1,-1
13,13,340.00,496.00,43.00,76.00,1,-1,-1,-1
13,12,354.00,737.00,41.00,104.00,1,-1,-1,-1
13,4,638.00,599.00,29.00,84.00,1,-1,-1,-1
13,2,543.00,692.00,36.00,97.00,1,-1,-1,-1
13,15,1190.00,358.00,25.00,56.00,1,-1,-1,-1
13,17,1099.00,309.00,27.00,52.00,1,-1,-1,-1
13,1,1012.00,461.00,26.00,68.00,1,-1,-1,-1
13,7,914.00,643.00,67.00,88.00,1,-1,-1,-1
13,6,373.00,307.00,27.00,60.00,1,-1,-1,-1
13,20,1854.00,808.00,41.00,111.00,1,-1,-1,-1
13,11,775.00,369.00,23.00,66.00,1,-1,-1,-1
13,22,955.00,227.00,20.00,49.00,1,-1,-1,-1
13,19,779.00,422.00,28.00,69.00,1,-1,-1,-1
13,18,1171.00,710.00,61.00,96.00,1,-1,-1,-1
13,16,1318.00,830.00,52.00,96.00,1,-1,-1,-1
13,21,315.00,221.00,21.00,52.00,1,-1,-1,-1
13,28,1233.00,890.00,15.00,17.00,1,-1,-1,-1
13,24,1909.00,380.00,11.00,64.00,1,-1,-1,-1
14,14,232.00,517.00,32.00,81.00,1,-1,-1,-1
14,10,1249.00,433.00,35.00,72.00,1,-1,-1,-1
14,9,895.00,365.00,31.00,62.00,1,-1,-1,-1
14,1,1013.00,462.00,28.00,69.00,1,-1,-1,-1
14,13,340.00,497.00,45.00,74.00,1,-1,-1,-1
14,5,1344.00,447.00,41.00,73.00,1,-1,-1,-1
14,8,1609.00,633.00,38.00,88.00,1,-1,-1,-1
14,7,931.00,646.00,58.00,89.00,1,-1,-1,-1
14,12,353.00,739.00,42.00,103.00,1,-1,-1,-1
14,2,543.00,695.00,37.00,94.00,1,-1,-1,-1
14,3,1291.00,397.00,34.00,70.00,1,-1,-1,-1
14,15,1197.00,358.00,20.00,57.00,1,-1,-1,-1
14,17,1101.00,310.00,26.00,51.00,1,-1,-1,-1
14,6,373.00,307.00,27.00,62.00,1,-1,-1,-1
14,16,1312.00,834.00,46.00,92.00,1,-1,-1,-1
14,20,1854.00,808.00,42.00,111.00,1,-1,-1,-1
14,4,644.00,600.00,27.00,83.00,1,-1,-1,-1
14,11,776.00,370.00,22.00,65.00,1,-1,-1,-1
14,18,1179.00,713.00,69.00,88.00,1,-1,-1,-1
14,19,780.00,422.00,27.00,70.00,1,-1,-1,-1
14,22,956.00,228.00,19.00,48.00,1,-1,-1,-1
14,21,316.00,221.00,20.00,52.00,1,-1,-1,-1
14,28,1236.00,894.00,15.00,17.00,1,-1,-1,-1
14,24,1910.00,380.00,10.00,65.00,1,-1,-1,-1
14,26,1889.00,234.00,20.00,53.00,1,-1,-1,-1
15,1,1013.00,461.00,30.00,71.00,1,-1,-1,-1
15,14,233.00,517.00,32.00,81.00,1,-1,-1,-1
15,10,1250.00,433.00,36.00,72.00,1,-1,-1,-1
15,16,1292.00,835.00,63.00,92.00,1,-1,-1,-1
15,2,543.00,697.00,38.00,94.00,1,-1,-1,-1
15,3,1294.00,396.00,33.00,72.00,1,-1,-1,-1
15,13,340.00,497.00,47.00,75.00,1,-1,-1,-1
15,8,1612.00,633.00,37.00,91.00,1,-1,-1,-1
15,6,373.00,308.00,27.00,61.00,1,-1,-1,-1
15,7,944.00,649.00,50.00,88.00,1,-1,-1,-1
15,5,1346.00,448.00,40.00,73.00,1,-1,-1,-1
15,15,1200.00,358.00,20.00,57.00,1,-1,-1,-1
15,12,351.00,740.00,44.00,102.00,1,-1,-1,-1
15,4,649.00,599.00,29.00,83.00,1,-1,-1,-1
15,20,1854.00,808.00,43.00,112.00,1,-1,-1,-1
